date,day_nb,from,to,result,Max.Agg.Aggressor,Max.agg.victim,winner,loser,draw
2015-09-18,261,holl,uthe,1,Chase,Submission only,holl,uthe,FALSE
2015-09-18,261,mori,raje,1,Displace,Submission only,mori,raje,FALSE
2015-09-18,261,mori,daen,1,Displace,Submission only,mori,daen,FALSE
2015-09-18,261,oreo,omni,1,Lunge,Submission only,oreo,omni,FALSE
2015-09-18,261,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-09-18,261,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-09-18,261,panc,ring,1,Charge,Lunge,panc,ring,FALSE
2015-09-18,261,panc,ring,1,Displace,Submission only,panc,ring,FALSE
2015-09-18,261,panc,daen,1,Displace,Submission only,panc,daen,FALSE
2015-09-18,261,panc,uthe,1,Displace,Submission only,panc,uthe,FALSE
2015-09-18,261,panc,raje,1,Facial threat,Submission only,panc,raje,FALSE
2015-09-18,261,panc,ring,1,Displace,Submission only,panc,ring,FALSE
2015-09-18,261,raje,flyn,1,Charge,Submission only,raje,flyn,FALSE
2015-09-18,261,ring,cola,1,Facial threat,Submission only,ring,cola,FALSE
2015-09-18,261,sash,ocea,1,Displace,Submission only,sash,ocea,FALSE
2015-09-18,261,sash,flyn,1,Vocal threat,Submission only,sash,flyn,FALSE
2015-09-18,261,sash,dori,1,Displace,Submission only,sash,dori,FALSE
2015-09-18,261,talu,saff,1,Facial threat,Submission only,talu,saff,FALSE
2015-09-18,261,tyle,gimp,1,Displace,Submission only,tyle,gimp,FALSE
2015-09-18,261,tyle,gimp,1,Vocal threat,Facial threat,tyle,gimp,FALSE
2015-09-18,261,tyle,uthe,1,Chase,Submission only,tyle,uthe,FALSE
2015-09-18,261,wolo,cind,1,Facial threat,Submission only,wolo,cind,FALSE
2015-09-18,261,fent,swee,3,Physical contact,Vocal threat,swee,fent,TRUE
2015-09-21,264,coco,gimp,1,Chase,Submission only,coco,gimp,FALSE
2015-09-21,264,flo,daen,1,Facial threat,Submission only,flo,daen,FALSE
2015-09-21,264,holl,ocea,1,Supplant,Submission only,holl,ocea,FALSE
2015-09-21,264,lucy,puck,1,Physical contact,Submission only,lucy,puck,FALSE
2015-09-21,264,mori,uthe,1,Chase,Lunge,mori,uthe,FALSE
2015-09-21,264,raje,flyn,1,Charge,Facial threat,raje,flyn,FALSE
2015-09-21,264,ring,tyle,1,Facial threat,Vocal threat,ring,tyle,FALSE
2015-09-21,264,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2015-09-21,264,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2015-09-21,264,sash,wokb,1,Chase,Submission only,sash,wokb,FALSE
2015-09-21,264,tyle,gimp,1,Displace,Submission only,tyle,gimp,FALSE
2015-09-21,264,tyle,funk,1,Charge,Submission only,tyle,funk,FALSE
2015-09-21,264,panc,coco,3,Physical contact,Physical contact,coco,panc,TRUE
2015-09-23,266,coco,talu,1,Chase,Lunge,coco,talu,FALSE
2015-09-23,266,dori,phoe,1,Displace,Submission only,dori,phoe,FALSE
2015-09-23,266,dori,wokb,1,Chase,Submission only,dori,wokb,FALSE
2015-09-23,266,fent,gizm,1,Displace,Submission only,fent,gizm,FALSE
2015-09-23,266,flyn,carm,1,Facial threat,Submission only,flyn,carm,FALSE
2015-09-23,266,gimp,uthe,1,Charge,Facial threat,gimp,uthe,FALSE
2015-09-23,266,lucy,phoe,1,Physical contact,Submission only,lucy,phoe,FALSE
2015-09-23,266,panc,uthe,1,Chase,Submission only,panc,uthe,FALSE
2015-09-23,266,phoe,dori,1,Chase,Vocal threat,phoe,dori,FALSE
2015-09-23,266,mori,gizm,2,Lunge,Chase,gizm,mori,FALSE
2015-09-24,267,carm,lore,1,Supplant,Submission only,carm,lore,FALSE
2015-09-24,267,coco,puck,1,Chase,Submission only,coco,puck,FALSE
2015-09-24,267,fina,daen,1,Supplant,Submission only,fina,daen,FALSE
2015-09-24,267,flo,ging,1,Supplant,Submission only,flo,ging,FALSE
2015-09-24,267,flyn,gimp,1,Displace,Submission only,flyn,gimp,FALSE
2015-09-24,267,hect,ocea,1,Vocal threat,Submission only,hect,ocea,FALSE
2015-09-24,267,lucy,oreo,1,Physical contact,Submission only,lucy,oreo,FALSE
2015-09-24,267,omni,swee,1,Displace,Submission only,omni,swee,FALSE
2015-09-24,267,oreo,wolo,1,Facial threat,Facial threat,oreo,wolo,FALSE
2015-09-24,267,panc,gimp,1,Chase,Physical contact,panc,gimp,FALSE
2015-09-24,267,panc,flyn,1,Chase,Submission only,panc,flyn,FALSE
2015-09-24,267,puck,fay,1,Chase,Submission only,puck,fay,FALSE
2015-09-24,267,ring,mori,1,Vocal threat,Submission only,ring,mori,FALSE
2015-09-24,267,sash,oreo,1,Displace,Submission only,sash,oreo,FALSE
2015-09-24,267,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2015-09-24,267,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2015-09-24,267,sash,ging,1,Displace,Submission only,sash,ging,FALSE
2015-09-24,267,sash,saff,1,Lunge,Submission only,sash,saff,FALSE
2015-09-24,267,socr,holl,1,Vocal threat,Facial threat,socr,holl,FALSE
2015-09-24,267,talu,ging,1,Displace,Submission only,talu,ging,FALSE
2015-09-24,267,saff,coco,3,Lunge,Facial threat,coco,saff,TRUE
2015-09-24,267,flyn,raje,3,Physical contact,Physical contact,raje,flyn,TRUE
2015-09-25,268,coco,raje,1,Charge,Unknown,coco,raje,FALSE
2015-09-25,268,flo,fent,1,Lunge,Submission only,flo,fent,FALSE
2015-09-25,268,flyn,raje,1,Displace,Submission only,flyn,raje,FALSE
2015-09-25,268,lucy,fay,1,Charge,Submission only,lucy,fay,FALSE
2015-09-25,268,mori,talu,1,Displace,Submission only,mori,talu,FALSE
2015-09-25,268,panc,gimp,1,Displace,Submission only,panc,gimp,FALSE
2015-09-25,268,raje,ring,1,Displace,Submission only,raje,ring,FALSE
2015-09-25,268,saff,dori,1,Lunge,Submission only,saff,dori,FALSE
2015-09-25,268,sash,coco,1,Supplant,Submission only,sash,coco,FALSE
2015-09-25,268,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2015-09-25,268,sash,ocea,1,Displace,Submission only,sash,ocea,FALSE
2015-09-25,268,sash,pean,1,Chase,Charge,sash,pean,FALSE
2015-09-25,268,spoc,fina,1,Displace,Submission only,spoc,fina,FALSE
2015-09-25,268,talu,flo,1,Lunge,Submission only,talu,flo,FALSE
2015-09-25,268,tyle,fent,1,Charge,Submission only,tyle,fent,FALSE
2015-09-25,268,raje,carm,2,Lunge,Ignore,carm,raje,FALSE
2015-09-25,268,gimp,lore,3,Lunge,Physical contact,lore,gimp,TRUE
2015-09-25,268,raje,fay,3,Facial threat,Facial threat,fay,raje,TRUE
2015-09-25,268,sash,flyn,3,Charge,Facial threat,flyn,sash,TRUE
2015-09-28,271,flo,dori,1,Displace,Submission only,flo,dori,FALSE
2015-09-28,271,flo,wokb,1,Displace,Submission only,flo,wokb,FALSE
2015-09-28,271,gimp,ocea,1,Displace,Facial threat,gimp,ocea,FALSE
2015-09-28,271,holl,flo,1,Displace,Submission only,holl,flo,FALSE
2015-09-28,271,panc,tyle,1,Displace,Vocal threat,panc,tyle,FALSE
2015-09-28,271,raje,tyle,1,Displace,Submission only,raje,tyle,FALSE
2015-09-28,271,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-09-28,271,talu,dori,1,Displace,Submission only,talu,dori,FALSE
2015-09-28,271,tyle,holl,1,Supplant,Submission only,tyle,holl,FALSE
2015-09-29,272,cola,pean,1,Lunge,Vocal threat,cola,pean,FALSE
2015-09-29,272,gimp,holl,1,Supplant,Submission only,gimp,holl,FALSE
2015-09-29,272,lucy,ocea,1,Displace,Submission only,lucy,ocea,FALSE
2015-09-29,272,ocea,raje,1,Chase,Lunge,ocea,raje,FALSE
2015-09-29,272,tyle,mori,1,Chase,Lunge,tyle,mori,FALSE
2015-09-29,272,uthe,funk,2,Vocal threat,Chase,funk,uthe,FALSE
2015-09-29,272,fay,ocea,3,Facial threat,Ignore,ocea,fay,TRUE
2015-10-01,274,coco,fina,1,Displace,Submission only,coco,fina,FALSE
2015-10-01,274,coco,cind,1,Vocal threat,Submission only,coco,cind,FALSE
2015-10-01,274,dori,gats,1,Facial threat,Submission only,dori,gats,FALSE
2015-10-01,274,dori,cind,1,Displace,Facial threat,dori,cind,FALSE
2015-10-01,274,fay,puck,1,Displace,Submission only,fay,puck,FALSE
2015-10-01,274,fay,oreo,1,Displace,Submission only,fay,oreo,FALSE
2015-10-01,274,fay,ocea,1,Displace,Submission only,fay,ocea,FALSE
2015-10-01,274,fent,hect,1,Displace,Submission only,fent,hect,FALSE
2015-10-01,274,gimp,puck,1,Facial threat,Submission only,gimp,puck,FALSE
2015-10-01,274,gizm,cact,1,Displace,Submission only,gizm,cact,FALSE
2015-10-01,274,gizm,cact,1,Facial threat,Submission only,gizm,cact,FALSE
2015-10-01,274,holl,cact,1,Displace,Submission only,holl,cact,FALSE
2015-10-01,274,holl,ging,1,Displace,Submission only,holl,ging,FALSE
2015-10-01,274,holl,ging,1,Displace,Submission only,holl,ging,FALSE
2015-10-01,274,ocea,pean,1,Charge,Submission only,ocea,pean,FALSE
2015-10-01,274,panc,pean,1,Displace,Facial threat,panc,pean,FALSE
2015-10-01,274,panc,ring,1,Displace,Submission only,panc,ring,FALSE
2015-10-01,274,panc,cind,1,Facial threat,Lunge,panc,cind,FALSE
2015-10-01,274,phoe,hect,1,Vocal threat,Submission only,phoe,hect,FALSE
2015-10-01,274,puck,cact,1,Displace,Submission only,puck,cact,FALSE
2015-10-01,274,raje,coco,1,Displace,Submission only,raje,coco,FALSE
2015-10-01,274,ring,gimp,1,Displace,Submission only,ring,gimp,FALSE
2015-10-01,274,saff,lore,1,Facial threat,Submission only,saff,lore,FALSE
2015-10-01,274,sash,lucy,1,Displace,Submission only,sash,lucy,FALSE
2015-10-01,274,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-10-01,274,talu,flo,1,Charge,Facial threat,talu,flo,FALSE
2015-10-01,274,tyle,puck,1,Displace,Submission only,tyle,puck,FALSE
2015-10-01,274,tyle,gimp,1,Lunge,Lunge,tyle,gimp,FALSE
2015-10-01,274,tyle,raje,1,Displace,Submission only,tyle,raje,FALSE
2015-10-01,274,tyle,raje,1,Displace,Submission only,tyle,raje,FALSE
2015-10-01,274,wokb,daen,1,Displace,Submission only,wokb,daen,FALSE
2015-10-01,274,uthe,holl,2,Facial threat,Ignore,holl,uthe,FALSE
2015-10-01,274,saff,panc,2,Vocal threat,Ignore,panc,saff,FALSE
2015-10-01,274,ring,sash,2,Lunge,Ignore,sash,ring,FALSE
2015-10-01,274,uthe,wokb,2,Facial threat,Ignore,wokb,uthe,FALSE
2015-10-02,275,carm,flo,1,Displace,Submission only,carm,flo,FALSE
2015-10-02,275,dori,ocea,1,Vocal threat,Submission only,dori,ocea,FALSE
2015-10-02,275,flo,ocea,1,Charge,Submission only,flo,ocea,FALSE
2015-10-02,275,flo,dori,1,Displace,Submission only,flo,dori,FALSE
2015-10-02,275,flo,wokb,1,Facial threat,Facial threat,flo,wokb,FALSE
2015-10-02,275,flo,cind,1,Facial threat,Submission only,flo,cind,FALSE
2015-10-02,275,flo,lucy,1,Displace,Submission only,flo,lucy,FALSE
2015-10-02,275,gimp,omni,1,Displace,Submission only,gimp,omni,FALSE
2015-10-02,275,lore,flo,1,Charge,Submission only,lore,flo,FALSE
2015-10-02,275,mori,flyn,1,Chase,Lunge,mori,flyn,FALSE
2015-10-02,275,panc,raje,1,Supplant,Submission only,panc,raje,FALSE
2015-10-02,275,panc,raje,1,Displace,Submission only,panc,raje,FALSE
2015-10-02,275,panc,ring,1,Displace,Submission only,panc,ring,FALSE
2015-10-02,275,panc,flo,1,Displace,Submission only,panc,flo,FALSE
2015-10-02,275,phoe,flo,1,Displace,Submission only,phoe,flo,FALSE
2015-10-02,275,ring,panc,1,Vocal threat,Submission only,ring,panc,FALSE
2015-10-02,275,saff,lore,1,Displace,Submission only,saff,lore,FALSE
2015-10-02,275,socr,saff,1,Physical contact,Unknown,socr,saff,FALSE
2015-10-02,275,socr,fina,1,Physical contact,Submission only,socr,fina,FALSE
2015-10-02,275,spoc,hect,1,Vocal threat,Submission only,spoc,hect,FALSE
2015-10-02,275,uthe,ging,1,Lunge,Submission only,uthe,ging,FALSE
2015-10-02,275,wokb,talu,1,Lunge,Physical contact,wokb,talu,FALSE
2015-10-02,275,gizm,gimp,2,Charge,Chase,gimp,gizm,FALSE
2015-10-02,275,raje,puck,2,Facial threat,Ignore,puck,raje,FALSE
2015-10-02,275,sash,gimp,3,Lunge,Lunge,gimp,sash,TRUE
2015-10-02,275,gimp,socr,3,Vocal threat,Submission only,socr,gimp,TRUE
2015-10-02,275,talu,panc,3,Lunge,Charge,panc,talu,TRUE
2015-10-05,278,coco,flyn,1,Supplant,Submission only,coco,flyn,FALSE
2015-10-05,278,flyn,mori,1,Charge,Facial threat,flyn,mori,FALSE
2015-10-05,278,gimp,flo,1,Supplant,Submission only,gimp,flo,FALSE
2015-10-05,278,pean,flo,1,Charge,Charge,pean,flo,FALSE
2015-10-05,278,ring,uthe,1,Displace,Submission only,ring,uthe,FALSE
2015-10-05,278,tyle,talu,1,Displace,Submission only,tyle,talu,FALSE
2015-10-05,278,flyn,phoe,3,Lunge,Facial threat,phoe,flyn,TRUE
2015-10-06,279,carm,wokb,1,Physical contact,Facial threat,carm,wokb,FALSE
2015-10-06,279,fay,wokb,1,Lunge,Submission only,fay,wokb,FALSE
2015-10-06,279,ging,wokb,1,Chase,Submission only,ging,wokb,FALSE
2015-10-06,279,mori,uthe,1,Charge,Facial threat,mori,uthe,FALSE
2015-10-06,279,panc,wokb,1,Supplant,Submission only,panc,wokb,FALSE
2015-10-06,279,panc,talu,1,Displace,Submission only,panc,talu,FALSE
2015-10-06,279,panc,mori,1,Displace,Submission only,panc,mori,FALSE
2015-10-06,279,panc,flyn,1,Vocal threat,Submission only,panc,flyn,FALSE
2015-10-06,279,panc,mori,1,Physical contact,Facial threat,panc,mori,FALSE
2015-10-06,279,panc,ocea,1,Physical contact,Physical contact,panc,ocea,FALSE
2015-10-06,279,phoe,ocea,1,Facial threat,Submission only,phoe,ocea,FALSE
2015-10-06,279,sash,holl,1,Displace,Submission only,sash,holl,FALSE
2015-10-06,279,tyle,ring,1,Facial threat,Submission only,tyle,ring,FALSE
2015-10-06,279,tyle,flyn,1,Facial threat,Facial threat,tyle,flyn,FALSE
2015-10-06,279,tyle,talu,1,Charge,Submission only,tyle,talu,FALSE
2015-10-06,279,uthe,phoe,2,Charge,Chase,phoe,uthe,FALSE
2015-10-07,280,coco,talu,1,Charge,Lunge,coco,talu,FALSE
2015-10-07,280,flyn,raje,1,Displace,Submission only,flyn,raje,FALSE
2015-10-07,280,omni,cact,1,Facial threat,Facial threat,omni,cact,FALSE
2015-10-07,280,oreo,wolo,1,Physical contact,Submission only,oreo,wolo,FALSE
2015-10-07,280,panc,ring,1,Displace,Submission only,panc,ring,FALSE
2015-10-07,280,phoe,holl,1,Displace,Submission only,phoe,holl,FALSE
2015-10-07,280,raje,uthe,1,Chase,Submission only,raje,uthe,FALSE
2015-10-07,280,fina,cola,2,Physical contact,Physical contact,cola,fina,FALSE
2015-10-08,281,coco,gimp,1,Charge,Submission only,coco,gimp,FALSE
2015-10-08,281,coco,gizm,1,Displace,Submission only,coco,gizm,FALSE
2015-10-08,281,dori,ocea,1,Supplant,Submission only,dori,ocea,FALSE
2015-10-08,281,dori,cact,1,Displace,Submission only,dori,cact,FALSE
2015-10-08,281,dori,ging,1,Displace,Submission only,dori,ging,FALSE
2015-10-08,281,dori,omni,1,Facial threat,Submission only,dori,omni,FALSE
2015-10-08,281,dori,gats,1,Facial threat,Submission only,dori,gats,FALSE
2015-10-08,281,flo,wokb,1,Charge,Submission only,flo,wokb,FALSE
2015-10-08,281,flyn,panc,1,Displace,Submission only,flyn,panc,FALSE
2015-10-08,281,funk,fina,1,Charge,Unknown,funk,fina,FALSE
2015-10-08,281,hect,daen,1,Supplant,Submission only,hect,daen,FALSE
2015-10-08,281,hect,omni,1,Charge,Submission only,hect,omni,FALSE
2015-10-08,281,hect,cind,1,Displace,Submission only,hect,cind,FALSE
2015-10-08,281,lucy,carm,1,Vocal threat,Submission only,lucy,carm,FALSE
2015-10-08,281,mori,gimp,1,Supplant,Submission only,mori,gimp,FALSE
2015-10-08,281,mori,uthe,1,Displace,Submission only,mori,uthe,FALSE
2015-10-08,281,mori,raje,1,Displace,Submission only,mori,raje,FALSE
2015-10-08,281,mori,cact,1,Facial threat,Submission only,mori,cact,FALSE
2015-10-08,281,panc,gizm,1,Facial threat,Lunge,panc,gizm,FALSE
2015-10-08,281,panc,uthe,1,Displace,Facial threat,panc,uthe,FALSE
2015-10-08,281,panc,lore,1,Displace,Submission only,panc,lore,FALSE
2015-10-08,281,panc,fina,1,Displace,Submission only,panc,fina,FALSE
2015-10-08,281,phoe,flyn,1,Charge,Submission only,phoe,flyn,FALSE
2015-10-08,281,phoe,flo,1,Displace,Submission only,phoe,flo,FALSE
2015-10-08,281,phoe,ocea,1,Physical contact,Submission only,phoe,ocea,FALSE
2015-10-08,281,ring,panc,1,Lunge,Lunge,ring,panc,FALSE
2015-10-08,281,saff,puck,1,Physical contact,Physical contact,saff,puck,FALSE
2015-10-08,281,saff,pean,1,Displace,Submission only,saff,pean,FALSE
2015-10-08,281,saff,panc,1,Charge,Unknown,saff,panc,FALSE
2015-10-08,281,sash,fina,1,Displace,Submission only,sash,fina,FALSE
2015-10-08,281,sash,flo,1,Displace,Submission only,sash,flo,FALSE
2015-10-08,281,sash,hect,1,Displace,Submission only,sash,hect,FALSE
2015-10-08,281,sash,oreo,1,Displace,Submission only,sash,oreo,FALSE
2015-10-08,281,socr,fina,1,Displace,Submission only,socr,fina,FALSE
2015-10-08,281,spoc,wolo,1,Displace,Submission only,spoc,wolo,FALSE
2015-10-08,281,spoc,saff,1,Displace,Submission only,spoc,saff,FALSE
2015-10-08,281,wokb,ring,1,Charge,Submission only,wokb,ring,FALSE
2015-10-08,281,wokb,ocea,1,Displace,Submission only,wokb,ocea,FALSE
2015-10-08,281,wolo,carm,1,Vocal threat,Submission only,wolo,carm,FALSE
2015-10-08,281,wolo,daen,1,Displace,Facial threat,wolo,daen,FALSE
2015-10-08,281,cact,dori,2,Vocal threat,Lunge,dori,cact,FALSE
2015-10-08,281,fina,carm,3,Lunge,Lunge,carm,fina,TRUE
2015-10-09,282,carm,daen,1,Vocal threat,Lunge,carm,daen,FALSE
2015-10-09,282,cind,funk,1,Facial threat,Lunge,cind,funk,FALSE
2015-10-09,282,coco,lucy,1,Charge,Submission only,coco,lucy,FALSE
2015-10-09,282,coco,panc,1,Chase,Submission only,coco,panc,FALSE
2015-10-09,282,coco,flo,1,Displace,Submission only,coco,flo,FALSE
2015-10-09,282,coco,oreo,1,Displace,Facial threat,coco,oreo,FALSE
2015-10-09,282,cola,fina,1,Physical contact,Submission only,cola,fina,FALSE
2015-10-09,282,dori,wokb,1,Supplant,Submission only,dori,wokb,FALSE
2015-10-09,282,dori,gats,1,Charge,Submission only,dori,gats,FALSE
2015-10-09,282,dori,cact,1,Displace,Submission only,dori,cact,FALSE
2015-10-09,282,dori,carm,1,Vocal threat,Submission only,dori,carm,FALSE
2015-10-09,282,fina,gats,1,Vocal threat,Submission only,fina,gats,FALSE
2015-10-09,282,fina,pean,1,Vocal threat,Submission only,fina,pean,FALSE
2015-10-09,282,ging,carm,1,Vocal threat,Submission only,ging,carm,FALSE
2015-10-09,282,gizm,omni,1,Vocal threat,Submission only,gizm,omni,FALSE
2015-10-09,282,lucy,cind,1,Vocal threat,Submission only,lucy,cind,FALSE
2015-10-09,282,mori,flo,1,Displace,Submission only,mori,flo,FALSE
2015-10-09,282,mori,talu,1,Displace,Submission only,mori,talu,FALSE
2015-10-09,282,panc,ring,1,Displace,Submission only,panc,ring,FALSE
2015-10-09,282,puck,fina,1,Displace,Submission only,puck,fina,FALSE
2015-10-09,282,ring,mori,1,Vocal threat,Submission only,ring,mori,FALSE
2015-10-09,282,saff,swee,1,Displace,Submission only,saff,swee,FALSE
2015-10-09,282,sash,coco,1,Displace,Submission only,sash,coco,FALSE
2015-10-09,282,sash,hect,1,Displace,Submission only,sash,hect,FALSE
2015-10-09,282,sash,pean,1,Displace,Submission only,sash,pean,FALSE
2015-10-09,282,sash,uthe,1,Vocal threat,Submission only,sash,uthe,FALSE
2015-10-09,282,sash,gimp,1,Vocal threat,Submission only,sash,gimp,FALSE
2015-10-09,282,swee,lore,1,Charge,Submission only,swee,lore,FALSE
2015-10-09,282,swee,lore,1,Supplant,Facial threat,swee,lore,FALSE
2015-10-09,282,talu,wolo,1,Displace,Submission only,talu,wolo,FALSE
2015-10-09,282,talu,coco,1,Displace,Submission only,talu,coco,FALSE
2015-10-09,282,talu,puck,1,Displace,Submission only,talu,puck,FALSE
2015-10-09,282,fina,ocea,2,Facial threat,Ignore,ocea,fina,FALSE
2015-10-09,282,ocea,phoe,2,Facial threat,Ignore,phoe,ocea,FALSE
2015-10-09,282,coco,talu,2,Facial threat,Physical contact,talu,coco,FALSE
2015-10-12,285,carm,flo,1,Charge,Vocal threat,carm,flo,FALSE
2015-10-12,285,lucy,gimp,1,Charge,Lunge,lucy,gimp,FALSE
2015-10-12,285,panc,talu,1,Supplant,Submission only,panc,talu,FALSE
2015-10-12,285,ring,panc,1,Chase,Lunge,ring,panc,FALSE
2015-10-12,285,sash,fay,1,Displace,Submission only,sash,fay,FALSE
2015-10-12,285,talu,saff,1,Charge,Vocal threat,talu,saff,FALSE
2015-10-13,286,carm,ocea,1,Displace,Submission only,carm,ocea,FALSE
2015-10-13,286,cind,fina,1,Charge,Submission only,cind,fina,FALSE
2015-10-13,286,coco,lucy,1,Physical contact,Submission only,coco,lucy,FALSE
2015-10-13,286,dori,carm,1,Charge,Lunge,dori,carm,FALSE
2015-10-13,286,dori,ocea,1,Charge,Submission only,dori,ocea,FALSE
2015-10-13,286,fina,pean,1,Vocal threat,Submission only,fina,pean,FALSE
2015-10-13,286,flyn,tyle,1,Supplant,Submission only,flyn,tyle,FALSE
2015-10-13,286,flyn,carm,1,Displace,Submission only,flyn,carm,FALSE
2015-10-13,286,funk,hect,1,Charge,Submission only,funk,hect,FALSE
2015-10-13,286,holl,fina,1,Charge,Submission only,holl,fina,FALSE
2015-10-13,286,lore,funk,1,Vocal threat,Submission only,lore,funk,FALSE
2015-10-13,286,mori,gimp,1,Supplant,Submission only,mori,gimp,FALSE
2015-10-13,286,panc,funk,1,Supplant,Submission only,panc,funk,FALSE
2015-10-13,286,panc,hect,1,Charge,Submission only,panc,hect,FALSE
2015-10-13,286,panc,flyn,1,Charge,Facial threat,panc,flyn,FALSE
2015-10-13,286,panc,mori,1,Displace,Submission only,panc,mori,FALSE
2015-10-13,286,saff,cind,1,Charge,Submission only,saff,cind,FALSE
2015-10-13,286,sash,uthe,1,Vocal threat,Submission only,sash,uthe,FALSE
2015-10-13,286,panc,ocea,2,Chase,Chase,ocea,panc,FALSE
2015-10-13,286,flyn,sash,2,Lunge,Chase,sash,flyn,FALSE
2015-10-13,286,dori,carm,3,Charge,Lunge,carm,dori,TRUE
2015-10-13,286,fina,gats,3,Facial threat,Submission only,gats,fina,TRUE
2015-10-15,288,coco,ging,1,Displace,Submission only,coco,ging,FALSE
2015-10-15,288,cola,daen,1,Charge,Submission only,cola,daen,FALSE
2015-10-15,288,gimp,pean,1,Physical contact,Vocal threat,gimp,pean,FALSE
